,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,measles,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,population,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing
2080,76.0,2000.0,113.5557,0.00722,0.00027,10.33,93.0,32647.0,23.1,99.0,4.23,97.0,0.1,9136.634817188868,47379000.0,1.5,5.5,0.700091056271166,14.28004468385533,88.91317280009463,17990.0,3.99853,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2081,76.7,2001.0,104.9704,0.007135,0.00025,11.45,89.0,23060.0,23.2,99.0,4.76,97.0,0.1,10540.373419119773,47706000.0,1.4,5.7,0.728013278083365,14.64021981441072,90.36264413529432,19060.0,4.57543,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2082,77.1,2002.0,98.73502,0.006705,0.000255,9.55,92.0,62.0,23.2,99.0,4.61,97.0,0.1,10672.456457112974,48000000.0,1.4,6.0,0.7482989977547234,14.512008875008803,98.55287,20700.0,4.31528,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2083,77.6,2003.0,94.85513,0.006205,0.00023,9.66,91.0,33.0,23.3,94.0,4.93,97.0,0.1,11215.165285232215,48261000.0,1.4,6.2,0.7598118424916045,14.677236811208303,98.55287,21260.0,4.59662,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2084,78.2,2004.0,90.24503,0.005655,0.0002,9.18,92.0,11.0,23.3,9.0,4.96,88.0,0.1,12213.908107953263,48493000.0,1.4,6.4,0.7622950950178264,14.743486732854713,98.55287,22850.0,4.58043,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2085,78.7,2005.0,86.2414,0.005035,0.0002,9.03,99.0,7.0,23.3,96.0,5.33,96.0,0.1,12915.41020453241,48701000.0,1.4,6.6,0.7733349184954186,14.81321116111286,98.55287,24030.0,4.83743,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2086,79.4,2006.0,82.10577,0.00455,0.000205,8.83,99.0,28.0,23.4,98.0,5.76,98.0,0.1,14139.034434384754,48880000.0,1.4,6.8,0.785189359464157,14.943600749835554,98.55287,25720.0,5.18026,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2087,79.8,2007.0,80.17713,0.00408,0.00018,9.05,91.0,194.0,23.4,91.0,5.99,91.0,0.1,15918.382718008681,49035000.0,1.4,6.9,0.7992185435568331,15.145609433852961,98.66512,27830.0,5.37611,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2088,83.0,2008.0,78.60458,0.00375,0.000155,9.31,94.0,2.0,23.5,92.0,6.16,94.0,0.1,16627.91747295673,49182000.0,1.4,7.0,0.8101879541398329,15.319876678814417,98.77738,28720.0,5.67565,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2089,86.0,2009.0,77.79665,0.003465,0.000155,8.97,94.0,17.0,23.5,95.0,6.66,94.0,0.1,16718.632060722535,49347000.0,1.4,7.1,0.8133832312189089,15.396477976791942,98.88963,28410.0,6.09002,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2090,87.0,2010.0,76.04259,0.003235,0.000155,9.23,94.0,114.0,23.5,95.0,6.79,94.0,0.1,18260.810525879526,49546000.0,1.4,7.2,0.8266024572456967,15.570999574480766,99.00188,30450.0,6.22194,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2091,81.1,2011.0,73.50748,0.003155,0.00015,9.34,99.0,42.0,23.6,98.0,6.83,99.0,0.1,18832.398015341896,49786000.0,1.4,7.4,0.8381130805881654,15.691831784060945,99.11414,31510.0,6.29425,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2092,81.2,2012.0,70.1346,0.003115,0.000145,9.56,99.0,2.0,23.6,99.0,7.1,99.0,0.1,19615.936291358084,50061000.0,1.3,7.5,0.848886921531335,15.84712748904014,99.22639,32150.0,6.43745,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2093,81.7,2013.0,68.02063,0.003105,0.00012,9.33,99.0,107.0,23.6,99.0,7.2,99.0,0.1,20528.99775138998,50346000.0,1.3,7.7,0.8567824234261643,15.936954458485154,99.33865,33440.0,6.57884,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2094,82.0,2014.0,65.72526,0.00309,0.000125,0.01,99.0,442.0,23.7,99.0,7.37,99.0,0.1,16553.341495689092,50608000.0,1.3,7.9,0.7880906036205388,14.42804113714196,99.4509,30636.239378930084,6.82147,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2095,82.3,2015.0,62.52529,0.003045,0.000125,2.7556835270265196,98.0,7.0,23.7,98.0,6.117018110989278,98.0,0.1,18440.753884774167,50823000.0,1.3,8.2,0.8176177836800651,15.04447325687186,99.56315,33085.32643163815,7.04506,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2096,67.1,2000.0,226.1508,0.02744,0.00147,9.89,92.0,687.0,25.9,97.0,6.65,95.0,0.1,-1489.6124711402517,4203000.0,3.8,1.7,0.586792111971322,11.813759519356616,83.2464,1870.0,4.93831,14.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2097,67.6,2001.0,218.6237,0.02429,0.00126,10.98,94.0,457.0,26.0,98.0,7.0,97.0,0.1,-759.6821841091732,4187000.0,3.7,1.7,0.609667831047064,12.213827561900516,83.52057,2130.0,5.19482,14.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2098,67.5,2002.0,215.5005,0.02156,0.001115,6.71,99.0,4929.0,26.0,98.0,8.31,97.0,0.1,-916.7146067013382,4178000.0,3.6,1.8,0.5820801865672944,11.82069337718903,83.79846,2340.0,6.16945,14.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2099,67.6,2003.0,216.5669,0.019555,0.00094,8.15,99.0,87.0,26.1,98.0,8.24,98.0,0.1,-614.1260487678228,4173000.0,3.5,1.9,0.6096813451925165,12.13431652815337,84.08009,2680.0,5.85098,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2100,68.0,2004.0,216.312,0.01809,0.00082,12.27,99.0,4.0,26.2,98.0,8.49,98.0,0.1,1289.2213325487683,4168000.0,3.4,1.9,0.6413530862730692,13.173765482700368,84.36562,2990.0,7.47487,15.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2101,67.3,2005.0,240.3708,0.016905,0.00078,10.78,99.0,6.0,26.3,99.0,9.15,98.0,0.1,969.8328399231541,4159000.0,3.3,2.0,0.6326487488195394,13.080600984226656,84.69014,3300.0,7.96396,15.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2102,68.0,2006.0,236.5734,0.01612,0.00071,8.36,98.0,34.0,26.4,98.0,1.63,97.0,0.1,-1396.9745382859546,4146000.0,3.2,2.1,0.5977993867935449,12.83952258598552,85.05116,3570.0,8.7857,15.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2103,68.3,2007.0,232.3123,0.01543,0.000675,9.66,95.0,10.0,26.4,93.0,1.88,92.0,0.1,-478.521456186485,4130000.0,3.1,2.2,0.6141068305963486,13.238974145594973,85.41258,3710.0,9.1826,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2104,68.9,2008.0,221.7414,0.01483,0.000635,9.07,97.0,0.0,26.5,96.0,11.41,9.0,0.1,2284.573981474503,4113000.0,3.0,2.4,0.5989945045365648,13.181371820718134,85.77444,4100.0,9.12305,16.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2105,69.0,2009.0,217.2231,0.01444,0.000635,8.45,89.0,0.0,26.6,87.0,12.49,85.0,0.1,3767.534872730059,4098000.0,3.0,2.5,0.6415405825655807,13.638508572048856,86.13671,3740.0,11.39546,16.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2106,68.8,2010.0,223.3403,0.014155,0.000635,8.25,98.0,0.0,26.6,97.0,12.8,9.0,0.1,2961.8747971246194,4086000.0,2.9,2.7,0.6053036571960337,13.381031039608573,86.4994,4170.0,10.13113,16.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2107,77.0,2011.0,183.153,0.014085,0.000605,9.45,96.0,0.0,26.7,96.0,1.61,93.0,0.1,962.1738569716108,4079000.0,2.9,2.9,0.6606031759377657,13.684194908472072,86.86251,4520.0,9.0967,17.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2108,79.0,2012.0,183.1306,0.01399,0.0006,10.68,94.0,11.0,26.8,92.0,11.87,92.0,0.1,4639.006260504597,4076000.0,2.8,3.1,0.7085865513724094,14.093791574141314,87.22604,4710.0,9.13962,17.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2109,71.7,2013.0,170.4425,0.01406,0.000575,10.49,91.0,27.0,26.8,92.0,1.5,9.0,0.1,1391.4204902173951,4075000.0,2.8,3.4,0.6440931580845906,13.907520521872826,87.58999,5190.0,8.683,17.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2110,71.8,2014.0,180.4,0.01407,0.00057,9.99,92.0,2.0,26.9,92.0,1.32,9.0,0.1,4972.199875484337,4073000.0,2.8,3.6,0.6570534260411982,13.980029832578843,87.95435,11547.783236267387,8.63276,18.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2111,72.1,2015.0,183.603,0.01407,0.000565,5.913771617028289,88.0,0.0,27.0,88.0,7.643069032623529,87.0,0.1,3430.2220515843073,4071000.0,2.8,3.9,0.693627037682738,13.52328239795255,88.31776,7132.888902448649,8.55764,18.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2112,77.0,2000.0,175.0131,0.019185,0.00092,10.16,98.0,35.0,24.8,99.0,4.33,99.0,0.1,1668.162731,22137000.0,4.1,2.8,0.703,11.5,100.0,5670.0,4.20876,16.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,78.0,2001.0,178.6814,0.018415,0.000855,9.78,98.0,10.0,24.9,99.0,4.36,99.0,0.1,1839.72945,21989000.0,4.0,2.9,0.708,11.7,100.0,6440.0,4.37598,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,77.0,2002.0,178.0907,0.017595,0.000795,9.62,99.0,14.0,25.0,98.0,4.57,98.0,0.1,2124.873613,21853000.0,3.9,3.1,0.714,12.0,100.0,6990.0,4.57695,16.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,71.1,2003.0,173.7366,0.01671,0.00075,8.78,98.0,9.0,25.1,97.0,5.3,97.0,0.1,2774.95586,21720000.0,3.8,3.3,0.722,12.5,100.0,7650.0,5.37137,17.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,71.7,2004.0,165.6068,0.01565,0.000705,9.82,99.0,117.0,25.3,97.0,5.43,97.0,0.1,3552.92452,21578000.0,3.7,3.5,0.733,12.9,100.0,8490.0,5.47734,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,71.9,2005.0,162.2678,0.01452,0.00066,7.68,98.0,5043.0,25.4,97.0,5.47,97.0,0.1,4676.315183,21417000.0,3.5,3.7,0.745,13.4,100.0,9250.0,5.52778,17.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,72.5,2006.0,157.8427,0.01342,0.000615,8.51,99.0,3196.0,25.5,97.0,5.6,97.0,0.1,5828.745662,21234000.0,3.4,4.0,0.755,13.7,100.0,10980.0,5.07106,18.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,72.9,2007.0,155.3361,0.01243,0.000575,10.6,99.0,353.0,25.6,96.0,5.21,96.0,0.1,8214.185378,21034000.0,3.4,4.3,0.766,14.1,100.0,12720.0,5.02223,18.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,73.1,2008.0,160.1238,0.011585,0.000535,11.9,97.0,12.0,25.8,95.0,5.33,96.0,0.1,1136.47356,20830000.0,3.3,4.6,0.78,14.7,100.0,15280.0,5.02274,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,73.1,2009.0,159.9667,0.010765,0.0005,10.4,95.0,8.0,25.9,95.0,5.56,95.0,0.1,822.18329,20638000.0,3.2,5.0,0.795,15.4,100.0,15340.0,5.27841,19.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,73.4,2010.0,154.6943,0.010005,0.00047,9.0,98.0,193.0,26.0,94.0,5.83,94.0,0.1,8297.483621,20472000.0,3.1,5.4,0.797,15.8,100.0,16000.0,5.76906,19.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,74.3,2011.0,141.2354,0.00935,0.000435,9.1,96.0,4189.0,26.2,89.0,5.53,89.0,0.1,92.277825,20337000.0,3.0,5.8,0.798,15.7,100.0,16830.0,4.69902,20.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,74.4,2012.0,140.6274,0.00883,0.000415,9.58,96.0,7450.0,26.3,92.0,5.48,91.0,0.1,8558.39766,20227000.0,2.9,6.3,0.797,15.3,100.0,17300.0,4.71804,20.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,74.6,2013.0,134.2248,0.00845,0.0004,9.59,96.0,1159.0,26.4,88.0,5.6,92.0,0.1,9585.266593,20133000.0,2.8,6.7,0.794,14.7,100.0,18060.0,5.19262,21.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,74.8,2014.0,139.6179,0.00812,0.00039,0.01,94.0,59.0,26.6,94.0,5.57,94.0,0.1,12.27733,20036000.0,2.7,7.1,0.797,14.7,100.0,19191.823279773336,5.03005,21.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,75.0,2015.0,135.929,0.00784,0.00038,9.565157612211266,9.0,4.0,26.7,89.0,5.16011603014401,89.0,0.1,8958.788593,19925000.0,2.7,7.6,0.798,14.7,100.0,24269.10970496259,4.94269,22.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,65.0,2000.0,310.7482,0.01962,0.000975,10.18,83.94184409006903,4800.0,25.7,97.0,5.42,96.0,0.2,1771.58662,146404992.0,3.0,3.2,0.709,12.1,95.02948,6650.0,5.02311,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2129,65.1,2001.0,311.4497,0.01829,0.000905,10.47,43.0,2072.0,25.8,97.0,5.67,96.0,0.3,21.362386,145831008.0,2.9,3.3,0.72,12.5,95.02892,7270.0,5.24619,19.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2130,64.8,2002.0,316.883,0.016995,0.000915,10.87,81.0,580.0,25.8,97.0,5.99,97.0,0.3,2375.5944,145216000.0,2.8,3.4,0.727,12.8,95.15351,7870.0,5.52519,19.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2131,64.6,2003.0,324.9761,0.01579,0.000905,11.32,94.0,3291.0,25.9,97.0,5.61,96.0,0.4,2975.132778,144611008.0,2.7,3.5,0.733,13.2,95.28291,8970.0,5.16698,19.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2132,64.9,2004.0,321.325,0.01444,0.00083,11.5,96.0,2444.0,25.9,98.0,5.19,97.0,0.3,412.372294,144080992.0,2.6,3.6,0.741,13.6,95.4136,10030.0,4.76341,19.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2133,65.0,2005.0,325.958,0.01307,0.000745,11.57,97.0,454.0,26.0,98.0,5.21,98.0,0.3,5323.473877,143672000.0,2.6,3.7,0.748,13.7,95.54385,11560.0,4.77482,20.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2134,66.4,2006.0,298.6956,0.011845,0.000695,11.79,98.0,1147.0,26.0,98.0,5.3,98.0,0.3,692.194398,143403008.0,2.5,3.9,0.754,13.8,95.67365,14530.0,4.76959,20.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2135,67.3,2007.0,278.8409,0.01089,0.00065,12.19,98.0,173.0,26.0,98.0,5.38,98.0,0.3,911.25385,143266000.0,2.5,4.1,0.761,13.8,95.80302,16360.0,4.75096,20.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2136,67.5,2008.0,273.891,0.01023,0.00062,12.04,98.0,27.0,26.1,98.0,6.22,98.0,0.3,11635.2637,143248992.0,2.4,4.4,0.769,13.9,95.93195,19710.0,4.90677,20.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2137,68.2,2009.0,255.536,0.009715,0.000565,11.21,98.0,101.0,26.1,98.0,7.44,98.0,0.3,8562.89598,143327008.0,2.4,4.7,0.776,14.0,96.06034,18850.0,5.64753,21.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2138,68.4,2010.0,250.5558,0.00928,0.00053,11.05,97.0,129.0,26.1,98.0,6.83,97.0,0.2,1674.98771,143479008.0,2.4,5.0,0.773,13.7,96.18839,19910.0,4.97429,21.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2139,69.4,2011.0,236.6166,0.0089,0.00053,11.04,97.0,629.0,26.1,97.0,6.61,97.0,0.3,14212.687,143703008.0,2.4,5.3,0.785,14.0,96.31601,21860.0,4.79797,21.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2140,69.6,2012.0,229.6664,0.00855,0.000515,10.99,97.0,2123.0,26.1,98.0,6.88,97.0,0.3,15154.45687,143994000.0,2.3,5.7,0.792,14.3,96.44437,22710.0,4.94897,21.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2141,70.0,2013.0,221.1652,0.008215,0.00048,10.58,97.0,2339.0,26.2,98.0,7.9,97.0,0.2,15543.67653,144324992.0,2.3,6.0,0.799,14.6,96.57319,23200.0,5.08821,22.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2142,73.0,2014.0,213.9796,0.007905,0.00042,10.12,97.0,4711.0,26.2,97.0,7.7,97.0,0.1,14125.961,144664992.0,2.3,6.4,0.803,14.9,96.70242,16035.25473385476,5.1888,22.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2143,75.0,2015.0,207.8257,0.007615,0.000395,6.9020243944762,97.0,843.0,26.2,97.0,5.865427272957014,97.0,0.1,9329.298351,144984992.0,2.3,6.7,0.805,15.0,96.83172,15370.82548925942,5.29517,22.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2144,48.3,2000.0,450.8758,0.10917,0.022815,7.13,15.351902798555557,2095.0,20.9,9.0,4.22,9.0,8.5,216.172747,7934000.0,7.8,0.3,0.318,6.6,45.43856,600.0,4.26349,2.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2145,48.6,2001.0,455.6642,0.099335,0.01952,5.72,69.35649468144243,896.0,21.0,76.0,4.38,77.0,8.1,21.569654,8231000.0,7.6,0.3,0.332,7.1,46.36307,640.0,3.90793,2.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2146,57.0,2002.0,428.9582,0.09411,0.016835,7.82,88.0,2738.0,21.1,85.0,4.18,88.0,8.0,196.59778,8427000.0,7.4,0.4,0.343,7.2,47.30437,720.0,3.66946,2.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2147,52.0,2003.0,416.877,0.090915,0.01493,6.66,96.0,1064.0,21.2,96.0,6.34,96.0,8.1,212.6619491,8557000.0,7.3,0.5,0.359,7.6,48.00498,730.0,8.02439,2.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2148,53.4,2004.0,398.9142,0.08655,0.01329,6.75,89.0,386.0,21.2,89.0,6.24,89.0,7.7,236.9114381,8681000.0,7.1,0.5,0.371,8.2,48.67247,790.0,8.54292,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2149,55.3,2005.0,366.141,0.08031,0.011605,7.01,95.0,129.0,21.3,95.0,6.83,95.0,7.1,287.931877,8840000.0,7.0,0.6,0.388,8.8,49.34341,880.0,8.77703,3.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2150,57.6,2006.0,320.6295,0.07214,0.01014,6.88,99.0,494.0,21.4,99.0,1.2,99.0,6.2,342.3656294,9043000.0,6.9,0.7,0.404,9.3,50.01811,960.0,9.07104,3.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2151,59.6,2007.0,281.812,0.06365,0.008735,6.78,97.0,26.0,21.5,98.0,8.49,97.0,5.0,44.853339,9274000.0,6.8,0.7,0.424,10.1,50.69597,1030.0,9.08877,3.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2152,68.0,2008.0,262.9751,0.056085,0.007415,6.39,97.0,6.0,21.5,97.0,7.66,97.0,3.7,5.6687264,9525000.0,6.8,0.8,0.438,10.4,51.37729,1130.0,8.47137,3.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2153,61.0,2009.0,265.9104,0.05002,0.006315,7.11,97.0,5.0,21.6,93.0,7.2,97.0,2.8,539.1538211,9783000.0,6.7,0.9,0.447,10.2,52.06236,1180.0,8.45336,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2154,62.8,2010.0,239.132,0.04484,0.0053,7.92,97.0,121.0,21.7,93.0,7.91,97.0,2.3,563.491487,10039000.0,6.6,1.0,0.454,10.0,52.7506,1230.0,8.64418,4.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2155,63.8,2011.0,227.5261,0.040485,0.004475,8.34,97.0,31.0,21.7,93.0,7.71,97.0,1.3,617.317648,10293000.0,6.4,1.1,0.464,10.2,53.44229,1310.0,8.36474,4.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2156,64.6,2012.0,219.4814,0.037655,0.003735,0.01,98.0,75.0,21.8,98.0,7.68,98.0,0.7,678.796973,10550000.0,6.3,1.2,0.475,10.5,54.13773,1390.0,8.34796,4.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2157,65.2,2013.0,212.0197,0.03546,0.00331,0.01,98.0,17.0,21.9,98.0,7.69,98.0,0.5,688.8768557,10812000.0,6.1,1.3,0.485,10.8,54.83634,1430.0,6.75557,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2158,65.7,2014.0,206.9798,0.03372,0.002945,0.01,98.0,10.0,21.9,98.0,7.53,98.0,0.4,76.5699517,11084000.0,5.9,1.4,0.488,10.8,55.54314,589.1861427219919,6.89693,5.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2159,66.1,2015.0,203.2005,0.032005,0.00265,1.6297378861897869,98.0,1.0,22.0,99.0,5.905615249660698,98.0,0.4,71.348397,11369000.0,5.8,1.5,0.493,10.8,56.25843,1950.576025811075,6.52447,5.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2160,71.6,2000.0,185.8917,0.015055,0.0007,11.69,29.15650034312239,0.0,26.9,7.0,5.53,7.0,0.4,2580.9332734224445,157000.0,4.6,3.5,0.0,12.8,88.48084,7060.0,5.43346,12.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2161,71.8,2001.0,180.6014,0.014895,0.00072,12.03,92.58093215351437,0.0,27.1,99.0,6.1,99.0,0.3,1549.1985159685428,158000.0,4.5,3.7,0.684,12.6,88.46254,6740.0,5.72,13.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2162,72.0,2002.0,175.9853,0.01519,0.000665,11.85,14.0,0.0,27.2,9.0,6.33,74.0,0.1,3665.1427471491334,159000.0,4.5,3.9,0.681,12.5,88.39297,6900.0,6.01848,13.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2163,72.2,2003.0,169.343,0.015515,0.000615,12.55,84.0,0.0,27.4,91.0,6.1,9.0,0.2,1859.3877057322534,161000.0,4.5,4.1,0.684,12.4,89.17725,7170.0,5.85376,14.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2164,72.6,2004.0,162.3456,0.016135,0.000555,11.93,91.0,0.0,27.6,91.0,6.2,91.0,0.2,2204.9256697723467,162000.0,4.4,4.4,0.686,12.3,89.97251,7770.0,5.32448,14.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2165,73.1,2005.0,158.011,0.016045,0.00058,12.32,95.0,0.0,27.8,95.0,6.25,95.0,0.2,2240.145355620305,163000.0,4.4,4.6,0.689,12.2,90.77862,7780.0,5.42919,14.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2166,73.5,2006.0,154.5288,0.016075,0.00061,13.45,85.0,0.0,28.0,85.0,6.37,85.0,0.1,3374.0105150615855,165000.0,4.4,4.9,0.694,12.4,91.59496,8890.0,5.72793,15.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2167,73.9,2007.0,153.221,0.01576,0.00063,12.68,99.0,0.0,28.2,99.0,6.81,99.0,0.1,3315.713370786485,168000.0,4.4,5.1,0.707,12.8,92.42121,9400.0,5.76468,15.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2168,74.1,2008.0,152.1395,0.0152,0.00054,12.09,96.0,0.0,28.4,96.0,7.43,96.0,0.1,3460.445243493712,170000.0,4.3,5.4,0.71,12.6,93.25688,9870.0,5.64452,15.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2169,74.3,2009.0,151.8289,0.014525,0.00055,11.09,95.0,0.0,28.6,95.0,8.12,95.0,0.1,3356.569115526101,172000.0,4.3,5.7,0.717,12.7,94.10172,10030.0,5.73921,16.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2170,74.2,2010.0,152.5792,0.014035,0.00073,10.87,97.0,0.0,28.7,97.0,8.1,97.0,0.1,2933.869084878621,174000.0,4.3,6.0,0.724,12.8,94.95849,10020.0,5.35268,16.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2171,74.6,2011.0,152.6048,0.01314,0.00057,10.43,99.0,0.0,28.9,99.0,7.58,99.0,0.1,2669.5272955604305,176000.0,4.3,6.4,0.733,12.9,95.83907,10430.0,5.61213,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2172,74.7,2012.0,152.7492,0.012875,0.000465,9.99,98.0,0.0,29.1,98.0,8.35,98.0,0.1,2401.4924664325954,177000.0,4.3,6.8,0.735,13.0,96.64426,10260.0,5.58492,17.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2173,74.8,2013.0,149.0698,0.012295,0.000535,9.73,99.0,0.0,29.4,99.0,7.85,99.0,0.1,2009.3836959783512,178000.0,4.3,7.2,0.734,13.1,97.42608,10350.0,5.78204,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2174,75.0,2014.0,145.2706,0.01168,0.00047,9.97,99.0,0.0,29.6,99.0,6.72,99.0,0.1,4729.4430863749585,178000.0,4.3,7.7,0.723,13.1,98.16255,16042.25674013007,4.9562,18.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2175,75.2,2015.0,147.75,0.011245,0.000465,5.761803699451036,99.0,0.0,29.8,99.0,6.155951146357509,99.0,0.1,3671.9950961927825,179000.0,4.3,8.2,0.735,13.1,98.16241,16912.01475901442,4.80466,19.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2176,79.0,2000.0,195.7314,0.019865,0.00079,4.8,95.61041463413108,0.0,25.5,99.0,3.73,98.0,0.7,-890.2397957056819,108000.0,4.0,5.1,0.0,12.7,93.15183,5720.0,4.29551,14.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2177,79.0,2001.0,195.3405,0.0201,0.00081,4.73,88.36272501450276,0.0,25.6,99.0,3.64,99.0,0.7,-728.9781860713847,108000.0,3.9,5.5,0.673,12.8,93.29421,6010.0,4.30075,15.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2178,79.0,2002.0,195.5161,0.02088,0.000765,4.94,89.01048848666687,0.0,25.7,99.0,3.93,99.0,0.4,-363.80588079764857,108000.0,3.9,5.8,0.677,12.9,93.4366,6470.0,4.3066,15.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
